PART #,REMARKS,YEAR,MONTH,MTH.LBR.HR,MTH.LAB.OVER.HR,MTH.LAB.AMT,YTD.OVERHEAD,TOTAL.MATERIAL,TOTAL
27402,VIN#1FV6HLAAXXHB76519 1999 FREIGHTLINER,2016,11,0,0,0,,93.52,93.52
3200,"KOMATSU 2000, 4670 LB CAP FORKLIFT S/N508586A MDL FG25ST-12H",2016,9,5,0,93.8,,0,93.8
27402,"COMBI-LIFT SIDELOADER 2008, 14000 LB CAP S/N 13108, P.O. M02816",2016,2,0,0,0,,94.72,94.72
27402,"COMBI-LIFT SIDELOADER 2008, 14000 LB CAP S/N 13108, P.O. M02816",2016,10,0,0,0,,94.72,94.72
3200,NDS PRODUCT INC N-D2000  SREIAL NO.20604,2016,4,0,0,0,,95,95
3200,INDUSTRIAL X-RAY SURVEY METER S/N 900364  MODEL 2,2016,5,0,0,0,,95,95
3200,INDUSTRIAL X-RAY SURVEY METER S/N 900364  MODEL 2,2016,11,0,0,0,,95,95
3200,INDUSTRIAL X-RAY SURVEY METER PORCHASED ON PO #M10270,2016,4,0,0,0,,95,95
3200,INDUSTRIAL X-RAY SURVEY METER PORCHASED ON PO #M10270,2016,9,0,0,0,,95,95
27402,2001 INTERNATIONAL LIC# B31622L MDL 8100 VIN 1HSHBAHNX1H265587,2016,5,0,0,0,,96.44,96.44
3317,"HYSTER S80XLBCS 8000 LB CAP FORKLIFT S/N D004D01626T, 1996, M03682",2016,7,0,0,0,,97.75,97.75
2440,CINCINNATI MOD# 5000X12 1000 SERIES HYD.,2016,4,0,0,0,,97.89,97.89
3200,MILLER INVISION WELDER W/SMART CONTROL P.O.M11957,2016,10,0,0,0,,98.5,98.5
3200,"FORKLIST, HYSTER MODEL S60FT S/N: F187V17599J",2016,3,5.25,0,99.33,,0,99.33
3200,"FORKLIST, HYSTER MODEL S60FT S/N: F187V17599J",2016,6,5.25,0,99.33,,0,99.33
3200,"FORKLIST, HYSTER MODEL S60FT S/N: F187V17599J",2016,8,5.25,0,99.33,,0,99.33
3200,"FORKLIST, HYSTER MODEL S60FT S/N: F187V17599J",2016,9,5.25,0,99.33,,0,99.33
628,FUNCTION GENERATOR/COUNTER STANDARD FOR TRAVEL METER CALIBRATIONS,2016,1,0,0,0,0,100,100
3200,"ROBBINS & MEYERS 5 TON:SOUTH CRANE, WEST BAY.  ROBBINS 6 MEYERS 47600 WT2",2016,1,0,0,0,0,100.4,100.4
3200,"OVERHEAD DOOR  96"" X 84""",2016,4,0,0,0,,101.32,101.32
3200,"KOMATSU 2000, 4670 LB CAP FORKLIFT S/N508586A MDL FG25ST-12H",2016,3,5.5,0,103.18,,0,103.18
3200,"FORKLIST, HYSTER MODEL S60FT S/N: F187V17599J",2016,4,5.4,0,103.56,,0,103.56
27402,"TRAILMOBILE 32' TANDEM AXLE TRAILER  L/N 2016-MY, TAB# TL014758 W/6541",2016,5,0,0,0,,105.09,105.09
27402,VIN# 1HSHXAHRX6J248984,2016,11,0,0,0,,106.11,106.11
27402,1998 INTERNATIONAL LIC # B21675T VIN # 1HSHBAHN2XH624680 M11877,2016,8,0,0,0,,106.11,106.11
27402,1999 INTERNATIONAL LIC# B27933P VIN# 2HSFPAEN9XC023593,2016,2,0,0,0,,106.11,106.11
27402,"INTERNATIONAL TRACTOR 9200, 2006 2HSCEAPR26H234464, M07143",2016,2,0,0,0,,106.11,106.11
27402,INTERNATIONAL 2002 LIC# B24797B VIN# 3HSCDAXN52N038348 M108671,2016,11,0,0,0,,106.12,106.12
27402,VIN# 1HSHXAHRX6J248984,2016,1,0,0,0,0,106.76,106.76
27402,"DORSE 40' X 91"" FLATBED TRAILER, USED FOR SAFEBOAT OUT OF RENTON",2016,1,0,0,0,0,106.78,106.78
27402,VIN#1FV6HLAAXXHB76519 1999 FREIGHTLINER,2016,3,0,0,0,,106.88,106.88
3200,MILLER SYNCORWAVE 351 AMP PORTABLE,2016,8,0,0,0,,107.96,107.96
3200,HYSTER FORKLIFT 6000#  MODEL # S60BB4D6366V,2016,5,0,0,0,,109.02,109.02
3200,"FORKLIST, HYSTER MODEL S60FT S/N: F187V17599J",2016,12,5.7,0,109.41,,0,109.41
3200,X-RITE  0 TO 4.0,2016,7,0,0,0,,109.42,109.42
2958,CHATILLON 200 LB CAPACITY S/N 41508 MOD BP-13-2005,2016,2,0,0,0,,109.6,109.6
3200,DOALL SAW TF-14-H S/N36380395 1 X 172 MOVED TO 3400 FOR STORAGE 2-6-03,2016,8,5.8,0,109.75,,0,109.75
3200,"FORKLIST, HYSTER MODEL S60FT S/N: F187V17599J",2016,1,5.68,0,109.83,0,0,109.83
2440,PETERBUILT 2002 LIC# YAFD402 MDL# 330 VIN# 2XPNAZ7X82M580905,2016,1,0,0,0,0,110.57,110.57
2440,"1995 MITSUBISHI FORKLIFT, 5000LB CAP MDL FG25, S/N AF17B00336",2016,6,0,0,0,,110.72,110.72
2440,"1995 MITSUBISHI FORKLIFT, 5000LB CAP MDL FG25, S/N AF17B00336",2016,11,0,0,0,,110.72,110.72
2440,2000 TCM FORKLIFT MDL FCG36N6 8000 LB  S/N A28TOO385,2016,7,0,0,0,,110.88,110.88
2440,2000 TCM FORKLIFT MDL FCG36N6 8000 LB  S/N A28TOO385,2016,12,0,0,0,,110.88,110.88
2440,"HYSTER S80XL2 8000 LB CAP FORKLIFT. MDL S80XL BCS, S/N D004D10119X",2016,8,0,0,0,,111.37,111.37
2440,"HYSTER S80XL2 8000 LB CAP FORKLIFT. MDL S80XL BCS, S/N D004D10119X",2016,12,0,0,0,,111.37,111.37
2440,1997 HYSTER 8000 LB CAP FORKLIFT S80XL S/N D004D03186U P.O. M68103,2016,8,0,0,0,,111.37,111.37
2440,1997 HYSTER 8000 LB CAP FORKLIFT S80XL S/N D004D03186U P.O. M68103,2016,12,0,0,0,,111.37,111.37
3200,"ZEPHYR #31-652334 BLADE 21' 2"" (WEST)",2016,11,0,0,0,,111.84,111.84
3200,"KOMATSU 2000, 4670 LB CAP FORKLIFT S/N508586A MDL FG25ST-12H",2016,8,6,0,112.57,,0,112.57
2440,"HYSTER S80XL2 8000 LB CAP FORKLIFT. MDL S80XL BCS, S/N D004D10119X",2016,6,0,0,0,,112.82,112.82
4700,"ACCUWEIGH 20,000 LB CAP SCALE   CTL",2016,4,0,0,0,,115,115
4700,"WEIGHTRONIC 40,000 LB CAP SCALE    CTL",2016,4,0,0,0,,115,115
4700,"CRANE SCALE-50,000 LB  S/N 40078-66866 MODEL # 500892-0034",2016,4,0,0,0,,115,115
3200,KONECRANES 5 TON CRANE HOIST S/N: 10190134,2016,12,0,0,0,,115.2,115.2
3200,ROBBINS & MEYERS 5 TON BRIDGE CRANE: CENTER BAY.  ROBBINS & MEYERS H2-1619,2016,2,0,0,0,,115.38,115.38
3200,"ROBBINS & MEYERS 5 TON:SOUTH CRANE, WEST BAY.  ROBBINS 6 MEYERS 47600 WT2",2016,2,0,0,0,,115.38,115.38
3200,BUDGIT MODEL BEH 5016 S/N: 342067 IN SHIPPING AREA,2016,1,0,0,0,0,115.38,115.38
3200,COFFING X-RAY JF-103-CL,2016,2,0,0,0,,115.38,115.38
3200,COFFING ELECTRIC CHAIN HOIST 2 TON MOD #EC-4008-3  S/N EC1-A-188-CU,2016,1,0,0,0,0,115.38,115.38
3200,BACKSIDE OF WILLIMAS PRESS MDL #JF 688MK,2016,2,0,0,0,,115.38,115.38
3200,FOUNDATION MNTED MAST 1/2 T EAST OF B-5 SERVING TACKING RAIL,2016,1,0,0,0,0,115.38,115.38
3200,DRESSER IND. FOUNDATION MNTED MAST 1/2 T WEST OF D-3 GORE AREA,2016,1,0,0,0,0,115.38,115.38
3200,1/4 TON 120-240 VOLT ELECTRIC/LIFT-TECH S/N 254537 MOD #115841-12 CAL# A486-2R,2016,1,0,0,0,0,115.38,115.38
3200,"1/2 TON BRIDGE, RUNS NORTH TO  SOUTH W/ 1/2 TON BUDGET HOIST A-403 AREA",2016,1,0,0,0,0,115.38,115.38
3200,"1/2 TON BRIDGE CRANE, RUNS EAST TO WEST W/ 1/2 TON BUDGET HOIST, A-403 AREA",2016,1,0,0,0,0,115.38,115.38
3405,"EDERER 5 TON BRIDGE CRANE, MIDDLE CRANE",2016,2,0,0,0,,115.38,115.38
3405,SOUTH BAY WEST END  S/N CH-14722,2016,2,0,0,0,,115.38,115.38
3200,NEW GRINDING AREA COFFING T-2-151-BM,2016,1,0,0,0,0,115.39,115.39
3200,HARRINGTON 1/2 TON HOIST ON BACK OF 5204 MDL JF 688 S/N JF-881,2016,2,0,0,0,,115.39,115.39
3200,CRANE 1/4 TON WEST OF B-4 SERVING ELBOW ROLL,2016,2,0,0,0,,115.39,115.39
3200,JIB 1/4 TON EAST OF B-2 SERVING ELBOW WELD,2016,2,0,0,0,,115.39,115.39
3200,FOUNDATION MNTED MAST 1 TON S.W. OF B-2 SERVING C-PRESS,2016,2,0,0,0,,115.39,115.39
3200,FOUNDATION MNTED MAST 1/2 T N.E. OF C-1,2016,2,0,0,0,,115.39,115.39
3200,COFFING 1/2 TON JIB HOIST FRONT HOIST USED ON 5216,2016,1,0,0,0,0,115.39,115.39
3200,COFFING 1/2 TON JIB HOIST BACK HOIST USED ON 5216,2016,1,0,0,0,0,115.39,115.39
3200,COFFING 1/2 TON HOIST ON FRONT OF 5218,2016,1,0,0,0,0,115.39,115.39
3200,HERRINGTON 1/2 TON HOIST BACK OF 5218,2016,1,0,0,0,0,115.39,115.39
3200,COFFING 1/4T BRIDGE CRANE CTR X-RAY,2016,1,0,0,0,0,115.39,115.39
3405,YALE 3 T BRIDGE-EXISTING YALE TROLLEY/ EXIST.YALE HOIST /        (SOUTH EAST),2016,2,0,0,0,,115.39,115.39
2440,"HYSTER S80XL2 8000 LB CAP FORKLIFT. MDL S80XL BCS, S/N D004D10119X",2016,11,0,0,0,,115.62,115.62
27402,P&H CRANE 15 TON S/N CC-26903T,2016,7,0,0,0,,115.75,115.75
27402,DEMAG 5 TON CRANE S/N 5213,2016,7,0,0,0,,115.75,115.75
27402,DEMAG 5 TON CRANE S/N 7159,2016,7,0,0,0,,115.75,115.75
27402,KONEKRANES 5 TON CRANE S/N A34313,2016,7,0,0,0,,115.75,115.75
27402,DEMAG 5 TON CRANE S/N 7269,2016,7,0,0,0,,115.75,115.75
27402,DEMAG 5 TON CRANE S/N 5214,2016,7,0,0,0,,115.75,115.75
27402,KONECRANES 5 TON CRANE S/N A35812,2016,7,0,0,0,,115.75,115.75
27402,KONECRANES 5 TON CRANE S/N A35811,2016,7,0,0,0,,115.75,115.75
27402,KONE CRANE 5 TON EAST BAY S/N XXXXXX,2016,7,0,0,0,,115.75,115.75
3200,KONECRANES 5 TON CRANE HOIST S/N: 10190134,2016,7,0,0,0,,115.86,115.86
3200,KONECRANES 5 TON CRANE S/N A35811 2,2016,7,0,0,0,,115.86,115.86
2440,GARLAND 1989 VIN GCT000951 TRANSFERED TO PORTLAND 8/26/05,2016,4,0,0,0,,118.5,118.5
27402,DEMAG 5 TON CRANE S/N 5213,2016,4,0,0,0,,120.45,120.45
27402,TENNANT SWEEPER MDL S30 2009 S/N1761 M05079,2016,2,0,0,0,,120.45,120.45
27402,TENNANT SWEEPER MDL S30 2009 S/N1761 M05079,2016,3,0,0,0,,120.45,120.45
27402,TENNANT SWEEPER MDL S30 2009 S/N1761 M05079,2016,5,0,0,0,,120.45,120.45
27402,TENNANT SWEEPER MDL S30 2009 S/N1761 M05079,2016,10,0,0,0,,120.45,120.45
27402,TENNANT SWEEPER MDL S30 2009 S/N1761 M05079,2016,11,0,0,0,,120.45,120.45
27402,"GENIE 2002 BOOM LIFT MDL Z-45/25 S/N 20065, HRS 1269, M04402",2016,2,0,0,0,,120.45,120.45
27402,"GENIE 2002 BOOM LIFT MDL Z-45/25 S/N 20065, HRS 1269, M04402",2016,4,0,0,0,,120.45,120.45
27402,"GENIE 2002 BOOM LIFT MDL Z-45/25 S/N 20065, HRS 1269, M04402",2016,5,0,0,0,,120.45,120.45
27402,"GENIE 2002 BOOM LIFT MDL Z-45/25 S/N 20065, HRS 1269, M04402",2016,11,0,0,0,,120.45,120.45
27402,"HYSTER 2001, 15500 LB CAP MDL S155XL S/NB024D04177Y, M07351, 3100 HRS",2016,1,0,0,0,0,120.45,120.45
27402,"HYSTER 2001, 15500 LB CAP MDL S155XL S/NB024D04177Y, M07351, 3100 HRS",2016,4,0,0,0,,120.45,120.45
27402,"HYSTER 2005, 10000 LB CAP. MDL S155XL2 S/N C024V01767B, M03579",2016,4,0,0,0,,120.45,120.45
27402,"HYSTER 2005, 10000 LB CAP. MDL S155XL2 S/N C024V01767B, M03579",2016,10,0,0,0,,120.45,120.45
27402,"GENIE 2002 BOOM LIFT MDL Z-45/25 S/N 20065, HRS 1269, M04402",2016,3,0,0,0,,120.56,120.56
27402,"HYSTER 2004, 14100 LB CAP MDL S155XL S/N C024V01553B, M03568",2016,12,0,0,0,,120.56,120.56
2958,1985 HYSTER CHALLENGER MOD# H50/60XL TRUCK 6K CAP. S/N 177B08951F,2016,2,0,0,0,,120.56,120.56
2958,1985 HYSTER CHALLENGER MOD# H50/60XL TRUCK 6K CAP. S/N 177B08951F,2016,10,0,0,0,,120.56,120.56
3200,"96"" X 16' FLATBED TRAILER VIN GCT001278 LIC# 2298UV GARLAND",2016,11,0,0,0,,120.56,120.56
3200,RAYMOND ELECTRIC #902-4DE4RTN,2016,2,0,0,0,,120.56,120.56
3200,RAYMOND ELECTRIC #902-4DE4RTN,2016,10,0,0,0,,120.56,120.56
3200,"DIESEL HYSTER MOD# H130F, S/N D6D2781T 17,800#",2016,4,0,0,0,,120.56,120.56
3200,"DIESEL HYSTER MOD# H130F, S/N D6D2781T 17,800#",2016,11,0,0,0,,120.56,120.56
3200,"DIESEL HYSTER MOD# H130F, S/N D6D2781T 17,800#",2016,12,0,0,0,,120.56,120.56
3200,HYSTER 6000# 1985 S/N D002D1321F  MOD# S60ES,2016,3,0,0,0,,120.56,120.56
3200,"RAYMOND S/N EF-A-95-4435 MOD #4D-R45TT 4000 LB CAP 60""FORKS 12FT AUX CARRIAGE",2016,2,0,0,0,,120.56,120.56
3200,"RAYMOND S/N EF-A-95-4435 MOD #4D-R45TT 4000 LB CAP 60""FORKS 12FT AUX CARRIAGE",2016,10,0,0,0,,120.56,120.56
3317,"96"" X 16 FT FLATBED DOUBLE AXLE (BRAKES) GARLAND CUSTOM/BATTERY & BREAK AWAY SWI",2016,5,0,0,0,,120.56,120.56
3317,"96"" X 16 FT FLATBED DOUBLE AXLE (BRAKES) GARLAND CUSTOM/BATTERY & BREAK AWAY SWI",2016,11,0,0,0,,120.56,120.56
3317,"PAROS 20' CUSTOME TRAILER 20,000 CAP. LIC #2903UF VIN # 490HS2026YS000970",2016,6,0,0,0,,120.56,120.56
3317,"PAROS 20' CUSTOME TRAILER 20,000 CAP. LIC #2903UF VIN # 490HS2026YS000970",2016,11,0,0,0,,120.56,120.56
3317,"HYSTER S80XLBCS 8000 LB CAP FORKLIFT S/N D004D01626T, 1996, M03682",2016,3,0,0,0,,120.56,120.56
3317,"1973 HYSTER DIESEL, H150F, D6D 2048,  TIRE SIZE - 825-15.",2016,3,0,0,0,,120.56,120.56
3317,"HYSTER 1997 8000 LB CAP, MDL S80XLBCS S/N D004D03646U, 3300 HRS, M109293",2016,4,0,0,0,,120.56,120.56
3317,HYSTER 1999 S155XL FORKLIFT 15000 LB CAP VIN # B024D05805W,2016,3,0,0,0,,120.56,120.56
3317,HYSTER 1999 S155XL FORKLIFT 15000 LB CAP VIN # B024D05805W,2016,11,0,0,0,,120.56,120.56
3317,"HYSTER MOD. #H225H, 22,500# S/N C007PO 1699X 10 X 20 DRIVE/STEER TIRES",2016,3,0,0,0,,120.56,120.56
3317,"HYSTER MOD. #H225H, 22,500# S/N C007PO 1699X 10 X 20 DRIVE/STEER TIRES",2016,10,0,0,0,,120.56,120.56
628,1987 CHEV ASTRO VAN LIC # 893-YBP VIN  #1GNDM15Z9HB254574,2016,3,0,0,0,,120.56,120.56
628,1987 CHEV ASTRO VAN LIC # 893-YBP VIN  #1GNDM15Z9HB254574,2016,10,0,0,0,,120.56,120.56
628,1987 CHEV ASTRO VAN LIC # 893-YBP VIN  #1GNDM15Z9HB254574,2016,11,0,0,0,,120.56,120.56
628,"FORD RANGER 2003, VIN# 1FTYR10DX3PB51909 LIC# B28201H",2016,3,0,0,0,,120.56,120.56
628,GOLF CARTS AT 628 S. HANFORD,2016,4,0,0,0,,120.56,120.56
628,GOLF CARTS AT 628 S. HANFORD,2016,10,0,0,0,,120.56,120.56
628,"GENI SCISSOR LIFT MDL GS-3246 2004, S/NGS4604-50719 32' LIFT 700 LB. CAP.",2016,2,0,0,0,,120.56,120.56
628,"GENI SCISSOR LIFT MDL GS-3246 2004, S/NGS4604-50719 32' LIFT 700 LB. CAP.",2016,3,0,0,0,,120.56,120.56
628,"GENI SCISSOR LIFT MDL GS-3246 2004, S/NGS4604-50719 32' LIFT 700 LB. CAP.",2016,4,0,0,0,,120.56,120.56
628,"GENI SCISSOR LIFT MDL GS-3246 2004, S/NGS4604-50719 32' LIFT 700 LB. CAP.",2016,10,0,0,0,,120.56,120.56
628,"GENI SCISSOR LIFT MDL GS-3246 2004, S/NGS4604-50719 32' LIFT 700 LB. CAP.",2016,11,0,0,0,,120.56,120.56
628,"CAT FORKLIFT MDL T30D, S/N 56B4665 3000 LB. CAP. 183"" LIFT",2016,10,0,0,0,,120.56,120.56
3405,"1982 CHEV FLAT BED, 1 TON, L/N B31649L",2016,1,0,0,0,0,120.56,120.56
3405,"1982 CHEV FLAT BED, 1 TON, L/N B31649L",2016,3,0,0,0,,120.56,120.56
3405,"1982 CHEV FLAT BED, 1 TON, L/N B31649L",2016,5,0,0,0,,120.56,120.56
3405,"1982 CHEV FLAT BED, 1 TON, L/N B31649L",2016,11,0,0,0,,120.56,120.56
3405,"TOWMOTOR 46SG-401000. 4000#. TIRE SIZE: 18X7X12 DRIVE, 16 1/4X5X11 1/4 STEER",2016,3,0,0,0,,120.56,120.56
3405,"TOWMOTOR 46SG-401000. 4000#. TIRE SIZE: 18X7X12 DRIVE, 16 1/4X5X11 1/4 STEER",2016,11,0,0,0,,120.56,120.56
3405,1984 HYSTER H80-C 8000# LPG S/N C5D- 23820E,2016,4,0,0,0,,120.56,120.56
3405,1984 HYSTER H80-C 8000# LPG S/N C5D- 23820E,2016,10,0,0,0,,120.56,120.56
3405,"KOMATSU 2000, 4670 LB. CAP FORKLIFT S/N515402A, MDL FG2STLP-12",2016,4,0,0,0,,120.56,120.56
4700,TENNANT SWEEPER MDL MM159 S/N 186-7749,2016,2,0,0,0,,120.56,120.56
4700,TENNANT SWEEPER MDL MM159 S/N 186-7749,2016,3,0,0,0,,120.56,120.56
4700,TENNANT SWEEPER MDL MM159 S/N 186-7749,2016,4,0,0,0,,120.56,120.56
4700,TENNANT SWEEPER MDL MM159 S/N 186-7749,2016,10,0,0,0,,120.56,120.56
4700,"TOYOTA 8000 LB. 1999, MDL 52-6FGCU35-BCS S/N 62045 M105744",2016,4,0,0,0,,120.56,120.56
4700,0,2016,1,0,0,0,0,120.56,120.56
4700,JLG 60' BOOM LIFT,2016,1,0,0,0,0,120.56,120.56
4700,JLG 60' BOOM LIFT,2016,10,0,0,0,,120.56,120.56
4700,"HYSTER S150A 15,000 LB CAP FORKLIFT S/NA024D3784Y",2016,3,0,0,0,,120.56,120.56
4700,"HYSTER S150A 15,000 LB CAP FORKLIFT S/NA024D3784Y",2016,4,0,0,0,,120.56,120.56
4700,"HYSTER S150A 15,000 LB CAP FORKLIFT S/NA024D3784Y",2016,10,0,0,0,,120.56,120.56
2440,"INTERNATIONAL 9100, 1999, M10559 VIN2HSFPAEN7XC023592",2016,11,0,0,0,,121.94,121.94
27402,"GENIE 2002 BOOM LIFT MDL Z-45/25 S/N 20065, HRS 1269, M04402",2016,9,0,0,0,,122.09,122.09
27402,P&H CRANE 15 TON S/N CC-26903T,2016,11,0,0,0,,125,125
27402,DEMAG 5 TON CRANE S/N 7159,2016,11,0,0,0,,125,125
27402,KONECRANES 5 TON CRANE S/N A34314,2016,11,0,0,0,,125,125
27402,DEMAG 5 TON CRANE S/N 5214,2016,11,0,0,0,,125,125
27402,KONECRANES 5 TON CRANE S/N A35810,2016,11,0,0,0,,125,125
27402,KONECRANES 5 TON CRANE S/N A35812,2016,11,0,0,0,,125,125
27402,KONE CRANES 5 TON CRANE S/N A35813,2016,11,0,0,0,,125,125
3200,"ROBBINS & MEYERS 5 TON:SOUTH CRANE, WEST BAY.  ROBBINS 6 MEYERS 47600 WT2",2016,8,0,0,0,,125,125
3200,NEW GRINDING AREA COFFING T-2-151-BM,2016,7,0,0,0,,125,125
3200,BUDGIT MODEL BEH 5016 S/N: 342067 IN SHIPPING AREA,2016,7,0,0,0,,125,125
3200,COFFING X-RAY JF-103-CL,2016,8,0,0,0,,125,125
3200,FOUNDATION MNTED MAST 1/2 T EAST OF B-7,2016,3,0,0,0,,125,125
3200,COFFING ELECTRIC CHAIN HOIST 2 TON MOD #EC-4008-3  S/N EC1-A-188-CU,2016,7,0,0,0,,125,125
3200,BACKSIDE OF WILLIMAS PRESS MDL #JF 688MK,2016,8,0,0,0,,125,125
3200,HARRINGTON 1/2 TON HOIST ON BACK OF 5204 MDL JF 688 S/N JF-881,2016,8,0,0,0,,125,125
3200,CRANE 1/4 TON COLUMN C-3 SERVING THE ELBOW WELDER,2016,5,0,0,0,,125,125
3200,DRESSER IND. CRANE 1/2 TON COLUMN C-5 SERVING PIPEWELD,2016,5,0,0,0,,125,125
3200,DRESSER IND. CRANE 1/2 TON COLUMN C-5 SERVING PIPEWELD,2016,11,0,0,0,,125,125
3200,CRANE 1/2 TON COLUMN C-8,2016,7,0,0,0,,125,125
3200,CRANE 1/2 TON COLUMN D-3 GORE AREA,2016,5,0,0,0,,125,125
3200,CRANE 1/2 TON COLUMN D-3 GORE AREA,2016,11,0,0,0,,125,125
3200,CRANE 1/2 TON COLUMN D-4 GORE AREA,2016,5,0,0,0,,125,125
3200,CRANE 1/2 TON COLUMN D-5 GORE AREA,2016,5,0,0,0,,125,125
3200,CRANE 1/2 TON COLUMN D-6 GORE AREA,2016,5,0,0,0,,125,125
3200,CRANE 1/2 TON COLUMN D-7 GORE AREA,2016,5,0,0,0,,125,125
3200,DRESSER IND CRANE 1/2 TON WEST OF D-5 GORE AREA,2016,5,0,0,0,,125,125
3200,DRESSER IND CRANE 1/2 TON WEST OF D-5 GORE AREA,2016,11,0,0,0,,125,125
3200,DRESSER IND. CRANE 1/2 TON WEST OF D-8 OVER COINING PRESS,2016,5,0,0,0,,125,125
3200,DRESSER IND. CRANE 1/2 TON WEST OF D-8 OVER COINING PRESS,2016,11,0,0,0,,125,125
3200,DRESSER IND CRANE 1/2 TON N.W. OF D-8 OVER COINING PRESS,2016,5,0,0,0,,125,125
3200,DRESSER IND CRANE 1/2 TON N.W. OF D-8 OVER COINING PRESS,2016,11,0,0,0,,125,125
3200,DRESSER IND. CRANE 1/2 TON S.E. OF C-9 GORE AREA,2016,5,0,0,0,,125,125
3200,DRESSER IND. CRANE 1/2 TON S.E. OF C-9 GORE AREA,2016,11,0,0,0,,125,125
3200,FOUNDATION MNTED MAST 1/2 T N.E. OF A-6,2016,11,0,0,0,,125,125
3200,FOUNDATION MNTED MAST 1/2 T S.W. OF B-7,2016,5,0,0,0,,125,125
3200,FOUNDATION MNTED MAST 1/2 T S.W. OF B-7,2016,11,0,0,0,,125,125
3200,FOUNDATION MNTED MAST 1/2 T EAST OF B-5 SERVING TACKING RAIL,2016,7,0,0,0,,125,125
3200,FOUNDATION MNTED MAST 1/2 T N.E. OF C-1,2016,5,0,0,0,,125,125
3200,FOUNDATION MNTED MAST 1/2 T N.E. OF C-1,2016,11,0,0,0,,125,125
3200,FOUNDATION MNTED MAST 1/2 T N.E. OF C-1,2016,8,0,0,0,,125,125
3200,DRESSER IND. FOUNDATION MNTED MAST 1/2 T WEST OF D-3 GORE AREA,2016,7,0,0,0,,125,125
3200,FOUNDATION MNTED MAST 1/2 TON WEST OF D-5 GORE AREA,2016,8,0,0,0,,125,125
3200,CRANE 1/2 TON COLUMN B-3 SERVING THE GRINDING AREA,2016,7,0,0,0,,125,125
3200,EATON YALE FLOOR MOUNTED 1 TON CAP. ACW REMANUFACTURE MOD# 81B13295 20' BOOM,2016,7,0,0,0,,125,125
3200,EATON YALE FLOOR MOUNTED 1 TON CAP. ACW REMANUFACTURE MOD# 81B13295 20' BOOM,2016,12,0,0,0,,125,125
3200,SPANCO FLOOR MOUNTED 1 TON CAP. 20' BOOM 12' UNDER BOOM  MOD# 100-1615-2013,2016,7,0,0,0,,125,125
3200,1/4 TON 120-240 VOLT ELECTRIC/LIFT-TECH S/N 254537 MOD #115841-12 CAL# A486-2R,2016,7,0,0,0,,125,125
3200,"ACW DESIGN--W/BUDGIT HOIST BEHIND DOOR #5713, REF.#900-0096",2016,7,0,0,0,,125,125
3200,1/2 TON 10 FT CANT. TYPE / LIFT-TECH MOUNTED COL B-9 (WEST SIDE),2016,7,0,0,0,,125,125
3200,1/2 TON HOIST S/N ECI-A-326-KN MOD# EC- 1016-1 120V-240V 1 PH (HALF SHELL AREA),2016,5,0,0,0,,125,125
3200,1/2 TON HOIST S/N ECI-A-326-KN MOD# EC- 1016-1 120V-240V 1 PH (HALF SHELL AREA),2016,11,0,0,0,,125,125
3200,"1/2 TON BRIDGE, RUNS NORTH TO  SOUTH W/ 1/2 TON BUDGET HOIST A-403 AREA",2016,7,0,0,0,,125,125
3200,COFFING 1/2 TON JIB HOIST FRONT HOIST USED ON 5216,2016,7,0,0,0,,125,125
3200,COFFING 1/2 TON JIB HOIST BACK HOIST USED ON 5216,2016,7,0,0,0,,125,125
3200,COFFING 1/2 TON HOIST ON FRONT OF 5218,2016,7,0,0,0,,125,125
3200,HERRINGTON 1/2 TON HOIST BACK OF 5218,2016,7,0,0,0,,125,125
3200,COFFING 1/4T BRIDGE CRANE CTR X-RAY,2016,7,0,0,0,,125,125
3200,"I R, 1/4T AIR HOIST W/1010 MOUNTED ON I BEAM",2016,3,0,0,0,,125,125
3200,"I R, 1/4T AIR HOIST W/1010 MOUNTED ON I BEAM",2016,9,0,0,0,,125,125
3200,"I R, 1/4T AIR HOIST W/1019 MOUNTED ON I BEAM",2016,3,0,0,0,,125,125
3200,"I R, 1/4T AIR HOIST W/1019 MOUNTED ON I BEAM",2016,9,0,0,0,,125,125
3200,"COFFING, 1/2T JIB BEAM, DIE CHECK",2016,8,0,0,0,,125,125
3200,DAYTON 500 LB CAP JIB CRANE W/3202,2016,12,0,0,0,,125,125
3200,1/2 TON BUDGET HOIST AT 1037 COL B-9,2016,9,0,0,0,,125,125
3200,SPANCO 1 TON BRIDGE CRANE W/ BUDGET  HOIST S/N341156 OVER 3201,2016,12,0,0,0,,125,125
3200,KONECRANES 5 TON CRANE HOIST S/N: 10190134,2016,9,0,0,0,,125,125
3200,KONECRANES 5 TON CRANE S/N A35811 2,2016,9,0,0,0,,125,125
3317,SPANCO HARRINGTON 2 TON GANTRY CRANE MDL NER020S,2016,7,0,0,0,,125,125
3317,SPANCO HARRINGTON 2 TON GANTRY CRANE MDL NER020S,2016,12,0,0,0,,125,125
3405,"EDERER 5 TON BRIDGE CRANE, MIDDLE CRANE",2016,8,0,0,0,,125,125
3405,SOUTH BAY WEST END  S/N CH-14722,2016,8,0,0,0,,125,125
3405,ROBBINS & MEYERS 15 TON BRIDGE CRANE HIGH BAY EAST END.  SERIAL # 36431 FA1,2016,4,0,0,0,,125,125
